Category Title,Product Name,Link,Recipe Info,Image URL,Ingredients,Energy_kj,Energy_kcal,Energy_percent,Fat,Fat_percent,Saturates,Saturates_percent,Sugars,Sugars_percent,Salt,Salt_percent,Carbs,Protein,Fibre,Serves,Time,Calories,Freezable,Gluten-free,Dairy-free,Instructions,Additional Notes
Caribbean food and recipes,Birdie's 'everybody welcome' jerk chicken recipe,https://realfood.tesco.com/recipes/birdies-everybody-welcome-jerk-chicken.html,,https://realfood.tesco.com/media/images/RFO-1400x919-JerkChicken-fedb3e99-c5cf-4cce-8448-f9b7cbd38337-0-1400x919.jpg,"1kg pack British chicken legs; 2 tbsp jerk seasoning; 2 tsp chopped thyme; 2 spring onions, finely chopped (including the green tops); 1 tbsp soy sauce; 1 tbsp clear honey; ½ lime, juiced, plus wedges to serve; 2 corn on the cobs; 190g pack sweet mini peppers, sliced into thin rounds; 4 spring onions, sliced; ¾ cucumber, seeded and diced; 30g herbs such as mint, chives, basil and parsley, chopped; 40g rocket; 1 tsp Dijon mustard; 3 tbsp light olive oil; 1 tbsp red wine vinegar",Energy,2690kj,32%,Fat,42g,Saturates,11g,Sugars,9g,Salt,2.2g,17g,49g,5g,4,"10 mins to prepare and 50 mins to cook, plus marinating",646.0,No,No,Yes,"Make 4 diagonal cuts on the skin side of each chicken leg, down to the bone. Mix the marinade ingredients together and season. Rub the marinade all over the chicken, working it into the cuts. Marinate, covered, in the fridge for at least 3½ hrs, preferably overnight.; Preheat the oven to gas 5, 190°C, fan 170°C. Roast the chicken on a foil-lined baking tray for 30 mins, then turn the heat up to gas 6, 200°C, fan 180°C and cook for another 20 mins or until cooked through.; Meanwhile, make the salad. Bring a pan of water to the boil, add the corn cobs and simmer for 8 mins. Drain, rinse under cold running water to cool and then slice off the kernels by cutting down the length of the cobs with a sharp knife. Mix in a bowl with the rest of the salad ingredients.; To make the dressing, put the mustard, oil and vinegar in a small jar with some seasoning, put the lid on and shake to mix. Toss with the salad to coat. Serve with the chicken and lime wedges to squeeze over.",
Caribbean food and recipes,Vegan coconut pancakes with caramelised bananas recipe,https://realfood.tesco.com/recipes/vegan-coconut-pancakes-with-caramelised-bananas.html,,https://realfood.tesco.com/media/images/RFO-Vegan-Pancakes-1400X919-3832651a-daa7-4bb3-823b-351abdb90fb3-0-1400x919.jpg,"225g self-raising flour; 2 tbsp golden caster sugar; 1 tsp baking powder; ½ tsp salt; 30ml coconut oil, melted, plus extra for frying; ½ tsp vanilla extract; 400ml free from coconut milk drink; 50g soft brown sugar; 100ml free from coconut milk drink; 2 bananas, peeled and sliced into thick rounds; 4 tbsp dairy-free coconut yogurt, to serve",Energy,1870kj,22%,Fat,13g,Saturates,10g,Sugars,32g,Salt,1.3g,80.6g,6.3g,2.7g,4 (makes 12 pancakes),5 mins to prepare and 20 mins to cook,443.0,No,No,Yes,"Sift the flour into a large bowl, add the caster sugar, baking powder and salt and mix together. Whisk in the melted coconut oil, vanilla extract and 375ml of the coconut milk to create a smooth batter, about the consistency of thick double cream – if the batter seems a little thick, add the remaining coconut milk to loosen.; Melt a little coconut oil in a large frying pan, add a large spoonful of the batter for each pancake, you may fit 2-3 in the pan at a time. Cook over a low heat for 2-3 mins or until small bubbles start to appear. Flip over the pancakes and cook for another 2 mins or until pale golden and well risen. Transfer to a serving plate and keep warm while you repeat with the remaining batter to make 12 pancakes.; To make the caramelised bananas, heat the sugar and coconut milk together in another frying pan until the sugar has melted and the mixture is bubbling. Once reduced slightly, add the sliced bananas and allow to bubble for 2 mins, then flip over the slices and cook for another 1 min.; Serve 3 warm pancakes per person with some of the bananas, drizzling over any remaining caramel from the pan. Finish with a dollop of coconut yogurt.",NO SELF-RAISING FLOUR? ADD 2 TSP BAKING POWDER FOR EVERY 150G PLAIN FLOUR
Caribbean food and recipes,Grilled pineapple with rum-spiked lime syrup recipe,https://realfood.tesco.com/recipes/grilled-pineapple-with-rum-spiked-lime-syrup.html,,https://realfood.tesco.com/media/images/1400x919-Grilled-pineapple-with-rum-spiked-lime-syrup-33856c5c-8f32-448f-9fa8-7222397119cb-0-1400x919.jpg,"80g caster sugar; 2 ½ limes, all zested, 2 juiced; 1 tbsp spiced rum; 1 medium pineapple, peeled and cored; 2 tbsp soft light brown sugar; 100g vanilla ice cream, to serve",Energy,960kj,11%,Fat,3g,Saturates,2g,Sugars,46g,Salt,0g,47g,1.4g,1.7g,4,10 mins to prepare and 10 mins to cook,227.0,No,Yes,No,"Put the caster sugar, lime juice and ¾ of the zest in a pan with 80ml water. Simmer for 5-7 mins, occasionally swirling the pan but not stirring, until reduced by half with a syrupy consistency. Stir in the rum and set aside to cool.; Cut the pineapple into 4 by cutting down around the core. Slice each piece into long, 2.5cm-wide wedges and pat dry with kitchen paper.; Put the brown sugar on a plate and lightly dip both sides of the pineapple wedges into it.; Heat a griddle pan over a high heat until smoking hot, then griddle the pineapple for 1-2 mins each side until lightly caramelised and char lines form. Alternatively, grill on the dying embers of a barbecue for the same amount of time. Don’t leave them on the heat too long as the sugar will burn quickly.; Divide the pineapple between 4 plates and drizzle a little syrup over each. Top with a scoop of ice cream and the remaining lime zest to serve.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Caribbean food and recipes,Jerk salmon traybake with rice and peas recipe,https://realfood.tesco.com/recipes/jerk-salmon-traybake-with-rice-and-peas.html,,https://realfood.tesco.com/media/images/1400x919-RFO-Q3-FishLoveStories-JerkSalmonTrayBakeWithRicePeas-dc0a2a72-25e8-4133-b75f-46edd13e4b5d-0-1400x919.jpg,"1 x 200g bag frozen Steam Bag Long Grain White Rice; 50g red kidney beans, from a tin, drained and rinsed; 1 tsp frozen chopped garlic; 200ml tin light coconut milk; 130g pack boneless salmon fillet; sunflower oil spray; ½ tbsp Schwartz Jamaican jerk seasoning; 75g frozen mango chunks, defrosted; 5g coriander, chopped; ½ red chilli, finely chopped (optional)",Energy,3050kj,36%,Fat,26g,Saturates,13g,Sugars,10g,Salt,0.5g,82.3g,26.2g,7.9g,1,5 mins to prepare and 30 mins to cook,727.0,No,No,No,"Preheat the oven to gas 6, 200°C, fan 180°C.; Into a small baking dish, tip the contents of 1 frozen steam bag rice, the drained kidney beans and the chopped garlic. Pour over the coconut milk and stir to combine.; Put into the oven and cook for 15mins.; Carefully lift the dish out of the oven and stir well. Place the salmon fillet on top of the rice and spray with some of the oil. Sprinkle over the jerk seasoning and lightly spray again.; Return the dish to the oven and cook for 15-18 mins until the salmon is cooked through and flakes apart when pressed.; While the salmon is cooking, chop the mango into smaller chunks and stir together with the coriander and chilli. Season with black pepper, stir well and set aside to allow the flavours to come together.; Take the dish out of the oven and spoon over the mango salsa before enjoying.",WHITE RICE CAN ALWAYS BE SWAPPED FOR BROWN (CHECK COOKING INSTRUCTIONS FOR TIMINGS)
Caribbean food and recipes,Jerk-rubbed pork with rice and peas and pineapple slaw recipe,https://realfood.tesco.com/recipes/jerk-rubbed-pork-with-rice-peas-and-pineapple-slaw.html,,https://realfood.tesco.com/media/images/1400x919Tesco3WayJerkiPork-08a8dd4d-6d65-439b-9d14-7b935663c897-0-1400x919.jpg,"925g-1kg Tesco Finest ultimate salt-aged pork loin joint; 1½ tsp olive oil; 2 tsp jerk seasoning; 1 lime, cut into wedges, to serve; ½ red cabbage, finely shredded; 250g skinned pineapple, cut into thin batons; 1 red chilli, finely chopped (de-seeded if you prefer); 4 spring onions, finely sliced lengthways; 2 tbsp olive oil; 1 tbsp maple syrup; 30g fresh coriander, roughly chopped, reserving a few whole sprigs for garnish; 1 lime, juiced; 250g long grain rice, rinsed well; 400g tin red kidney beans, drained but not rinsed; 2 spring onions roughly chopped; 1 Scotch bonnet chilli (or use another red chilli); ¼ tsp ground allspice; 4 thyme sprigs, plus extra leaves, to serve; 400ml tin light coconut milk",Energy,3525kj,42%,Fat,49g,Saturates,19g,Sugars,9g,Salt,1.4g,52.7g,48.2g,8.2g,6,"30 mins to prepare, 1 hr 10 mins to cook, plus marinating and resting",844.0,No,No,No,"At least an hour before, but preferably the day before, marinate the pork. Using a sharp knife, carefully slice off the skin, keeping a decent layer of fat on it if you can, and set aside on a plate, uncovered, in the fridge. Rub the meat all over with the oil, then the jerk seasoning, then place in an airtight container and marinate – at room temperature if it’s only an hour; in the fridge for any longer.; When ready to cook, preheat the oven to gas 4, 180°C, fan 160°C. Wrap the pork in foil, leaving a little room for the air to circulate inside, then place on a baking tray. Roast for 1 hour for a 1kg joint. Remove from the oven and rest, still wrapped in the foil, for 20-30 mins.; Meanwhile, make the slaw by mixing everything together and seasoning well. Set aside at room temperature so the flavours can mingle.; Once the pork is cooked and out, turn the oven up to gas 9, 250°C, fan 230°C. Season both sides of the pork skin with salt and place on a baking tray, skin-side up. Roast for 30 mins, or until crisp and deep golden.; Meanwhile, make the rice and peas. Put all the ingredients in a large, tightly lidded saucepan, then half fill the coconut milk tin with water and add that. Stir, bring everything to a simmer, then bubble for 1 min. Put the lid on, turn the heat down as low as it will go and cook for 15 mins. Unwrap the foil from the pork, pour the meat juices into the rice, replace the lid and turn the heat off. Leave to stand for 5 mins, then fluff up with a fork and remove the chilli and season.; Once the crackling is done, carve the pork and cut the crackling into chunks. Serve the meat with the rice and slaw, some coriander sprigs and extra lime wedges for squeezing over the pork.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Caribbean food and recipes,Mama’s chicken with rice and peas recipe,https://realfood.tesco.com/recipes/mamas-chicken-with-rice-and-peas.html,,https://realfood.tesco.com/media/images/1400x919MamasChickenRicePeas-a225b659-bac7-4e11-a0bd-a70ef591f04e-0-1400x919.jpg,"4 chicken breasts, cut into 2cm cubes; 4 tsp ginger paste; 4 tsp garlic paste; 2 tsp ground cumin; 2 tsp garam masala; 4 tbsp curry powder; 2 medium onions, peeled and finely chopped; 80g butter, softened; 900ml hot chicken stock; 2 x 400g tin chopped tomatoes; 2 x 400g tin red kidney beans; 350g basmati rice, rinsed; 80g of fresh coconut, grated",Energy,4135kj,49%,Fat,31g,Saturates,18g,Sugars,18g,Salt,2.9g,117.2g,58.8g,11.9g,4,15 mins to prepare and 50 mins to cook,983.0,No,No,No,"In a large bowl, mix together the chicken, ginger paste, garlic paste, cumin, garam masala, curry powder and onion. Stir to combine well. Cover and leave to marinate for 30 mins to 2 hours.; In a large saucepan, heat the butter. When sizzling, add the marinated chicken. Cook for 5-8 mins over a high heat, the mixture will not brown, but the spices will cook through.; Stir in the tomatoes and hot stock. Bring the mixture to a simmer, and cook for 45-50 mins, uncovered, until the chicken has cooked through and tender. Stir occasionally to make sure the spices don’t stick on the base of the pan.
WATCH: How to reach simmering point; After the chicken has been cooking for 30 mins, prepare the rice. In a medium saucepan, add the rice and kidney beans and half the grated coconut. Top up with 450ml room temperature water. Bring to a gentle simmer, then cover and cook the rice for 10 mins until cooked through and the rice has taken on the colour of the kidney beans. Turn off the heat, leave the lid on and let the rice sit until the chicken has cooked.; After cooking, the chicken sauce should be a yogurt-like consistency, add a little more water if needed. Serve the rice with the chicken curry and sprinkle over the remaining grated coconut.","IF YOU DON'T HAVE CHOPPED TOMATOES, CHOP UP A TIN OF PLUM TOMATOES INSTEAD"
Caribbean food and recipes,Tinned piña colada recipe,https://realfood.tesco.com/recipes/tinned-pina-colada.html,,https://realfood.tesco.com/media/images/1400x919-Pina-colada-dd8bbb78-568a-4934-a829-03274c65f05d-0-1400x919.jpg,"230g tin pineapple chunks in juice; 1½ tbsp coconut cream; 45ml white rum; 100g ice cubes; 1 cocktail or maraschino cherry, to garnish (optional)",Energy,985kj,12%,Fat,5g,Saturates,4g,Sugars,22g,Salt,0g,21.9g,0.8g,1g,,10 mins to prepare,236.0,No,Yes,Yes,"Drain the pineapple chunks, reserving the juice. Put 90g pineapple in a blender with 4 tbsp of the reserved juice, the coconut cream, rum and ice; blitz until smooth. Pour into a glass and garnish with some of the reserved pineapple and a cherry, if you like, threaded onto a cocktail stick.",
Caribbean food and recipes,Dark and stormy ice lollies recipe,https://realfood.tesco.com/recipes/dark-and-stormy-ice-lollies.html,,https://realfood.tesco.com/media/images/1400x919-RumLollies-230b3014-11a2-474f-95a1-e421adabf6f0-0-1400x919.jpg,"400ml ginger beer; 100ml sugar syrup; 2 limes, 1 juiced and 1 finely sliced; 50ml dark rum",Energy,490kj,6%,Fat,0g,Saturates,0g,Sugars,24g,Salt,0.1g,23.7g,0.1g,0g,6,"5 mins to prepare, 5 mins to cook, plus overnight freezing",116.0,No,No,No,"Put the ginger beer, sugar syrup and lime juice into a medium saucepan and bring to a simmer. Reduce the heat to low and heat gently for 2-3 mins until the mixture is no longer fizzing.; Take the pan off the heat, stir in the rum and set aside to cool at room temperature. Put a slice of lime into each ice lolly mould and pour the mixture evenly into each one.; You should get 6 lollies, leaving a 1cm gap at the top of each mould so the mixture can expand as it freezes. Freeze for at least 8 hrs or overnight.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Caribbean food and recipes,Blackened salmon fillets with avocado recipe,https://realfood.tesco.com/recipes/blackened-salmon-fillets-with-avocado-salad.html,,https://realfood.tesco.com/media/images/blackened%20salmon-HERO-f1128c01-2365-492b-a286-3ae6b9674e56-0-472x310.jpg,"6 x 110g (3 1/2oz) salmon fillets, skin on; 2 corn on the cobs; ½ red onion, finely chopped; 1 red chilli, deseeded, finely chopped; 2 avocados, flesh diced; 1 lime, juiced; handful coriander, chopped; 1/2 tsp caster sugar; 1 1/2 tbsp ground cumin; 1 1/2 tbsp ground coriander; 1 tbsp paprika; 2 tsp caster sugar; generous pinch of cayenne pepper",Energy,1320kj,16%,Fat,23g,Saturates,5g,Sugars,3g,Salt,0.3g,6.3g,24.4g,4.7g,6,20 mins to prepare and 10 mins to cook,317.0,No,No,Yes,"For the salsa, preheat a barbecue or a grill to high, then rub the sweetcorn with olive oil and cook for about 8 minutes, turning now and then, until charred in places.; Set aside to cool, then cut the kernels off the cobs with a serrated knife. Combine with the red onion, chilli, avocado, lime and coriander, and season with salt and black pepper.; Mix the spice rub ingredients with a generous pinch of salt and black pepper. Spread out the spice rub on a plate and coat the salmon fillets, patting the mixture onto the flesh. Cook for about 3 minutes each side over a medium-hot barbecue, until burnished and cooked through. Alternatively, put the salmon, flesh-side down, in a large, dry frying pan over a medium heat and cook for 5 minutes, without disturbing, until blackened in places.; Turn the fillets and cook for a minute more, then turn off the heat and leave undisturbed for 4 minutes. Serve with the salsa.","IF YOU DON'T HAVE RED ONIONS, TRY USING WHITE, BROWN OR SPRING ONIONS"
Caribbean food and recipes,Jamaican beef salad recipe,https://realfood.tesco.com/recipes/jamaican-beef-salad.html,,https://realfood.tesco.com/media/images/Jamaican-beef-and-pepper-salad-HERO-339eaaab-57a5-486f-bd7e-a6a0dd5d6a88-0-472x310.jpg,"1 tbsp oil; 250g (8oz) thin cut beef sirloin, cut into thin strips; 1 red pepper, cut into thin strips; ½ green chilli, finely sliced; ½ tsp cinnamon; 1 tsp allspice; 1 little gem lettuce, leaves separated; 1 mango, cut into thin strips; 4 tbsp yogurt; ½ lime, juiced; 3 sprigs thyme, leaves only",Energy,645kj,8%,Fat,6g,Saturates,2g,Sugars,9g,Salt,0.1g,9.2g,16.2g,2.8g,4,10 mins to prepare and 10 mins to cook,154.0,No,Yes,No,"Heat the oil in a pan over a medium heat. Combine the steak, red pepper and chilli in a bowl, then add the cinnamon and allspice and mix well. Tip the steak and pepper mixture into the pan and cook for 5-7 minutes. Remove from the heat and leave to cool a little.; Mix the yogurt, lime, thyme and a pinch of salt in a bowl. To serve, arrange the lettuce on a platter and top with the steak, peppers and mango, with the dressing on the side or drizzled over the salad.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Caribbean food and recipes,Jerk-spiced pork with pineapple salsa recipe,https://realfood.tesco.com/recipes/jerk-spiced-pork-with-pineapple-salsa.html,,https://realfood.tesco.com/media/images/jerk-spiced-porkl-6f603a63-a91f-44ca-b841-6c31b09af622-0-1400x919.jpg,"2 tbsp jerk seasoning paste; 15ml (1 tbsp) olive oil; 2 pork tenderloins, about 400g (13oz) each; 2 sweet potatoes, scrubbed and cut into long wedges; 2 parsnips, peeled and cut into wedges; ½ medium celeriac, peeled and cut into batons; 1½ tbsp coriander seeds; ½ tsp turmeric; 15ml (1 tbsp) olive oil; 1 fresh pineapple, peeled and finely chopped; ½ red onion, finely sliced; 1 green chilli, deseeded and finely chopped; 1 red chilli, de-seeded and finely chopped; 4 tbsp fresh coriander, chopped; 4 tbsp fresh mint, chopped; 2 limes, squeezed",Energy,1965kj,23%,Fat,17g,Saturates,4g,Sugars,24g,Salt,0.6g,38.4g,43.4g,8.8g,4,"35 mins to cook, plus 2 hrs marinating time",467.0,No,Yes,Yes,"Mix the jerk seasoning with a little olive oil and rub the paste all over the pork. Leave to marinate for at least 2 hours.; Preheat the oven to gas 5, 190°C, fan 170°C. Place the sweet potato wedges in a large bowl, along with the parsnips and celeriac. Drizzle over a little olive oil.; Toast the coriander seeds in a dry frying pan until the aroma releases. Remove from the heat, tip the seeds into a pestle and mortar, and gently crush. Add this to the vegetables along with the turmeric. Season and mix well. Lay the vegetables in a single layer on an oven tray. Roast for 20-25 minutes.; To cook the marinated pork, heat a large nonstick frying pan on a high heat. Brown each piece of pork on all sides and transfer to a baking tray. Cook for 12-15 minutes. Remove from the oven, cover with foil, and allow to rest for 10 minutes.; While the vegetables are cooking and the pork is resting, mix all the ingredients for the pineapple salsa and set aside.; Arrange the roast vegetables on a large board or platter. Thickly slice the pork and lay it on top. Serve the salsa to the side.","IF YOU DON'T HAVE RED ONIONS, TRY USING WHITE, BROWN OR SPRING ONIONS"
Greek recipes,"Roasted leg of lamb stuffed with feta, olives and pistachios recipe",https://realfood.tesco.com/recipes/roasted-leg-of-lamb-stuffed-with-feta-olives-and-pistachios.html,"Look no further for the perfect Easter lamb recipe – deliciously marinated leg of lamb is stuffed with tangy feta, olives and pistachios before roasting, resulting in a rich, tender lamb centrepiece with fresh Greek flavour. Liven up classic mayo with lemon, anchovy and mustard to serve alongside, and pair with vibrant spring veg and crispy roast potatoes. See method",https://realfood.tesco.com/media/images/Roast-lamb-1400x919-f732d268-a18d-4aca-9c78-ed1a480a7c2a-0-1400x919.jpg,"2 garlic cloves, crushed; 2 lemons, 1 juiced, 1 sliced; 1½ tbsp olive oil; 1 tbsp dried oregano; 2kg leg of lamb; 100g feta, crumbled; 2 tbsp roughly chopped pistachios; 2 tbsp roughly chopped pitted black olives; 160ml light mayonnaise; 1 garlic clove, crushed; 1 anchovy, finely chopped; 1 tbsp Dijon mustard; ½ lemon, zested and juiced; Tesco Finest Valpolicella Ripasso 75Cl
Add to basket; Tesco Finest Amarone Valpolicella Docg 75Cl
Add to basket; Tesco Finest Rioja Reserva 75Cl
Add to basket",Energy,1620kj,23%,Fat,31g,Saturates,13g,Sugars,1g,Salt,1.3g,6.1g,35.8g,1.1g,8,"40 mins to prepare and 1 hr 20 mins to cook, plus marinating and resting",451.0,Yes,Yes,No,"Preheat the oven to gas 7, 220°C, fan 200°C. In a small bowl, mix together the garlic, lemon juice, 1 tbsp of the oil and the oregano. Rub all over the lamb. Cover and chill for a minimum of 2 hrs or up to 24 hrs. Remove from the fridge 30 mins before cooking.; In a small bowl, mix together the feta, pistachios and olives. Cut into the thickest part of the meat and stuff in the feta filling. Tie tightly with lengths of kitchen string so it holds together. Place on a small rack in a roasting tin. Drizzle with the remaining oil; season. Roast for 20 mins, then reduce the heat to gas 5, 190°C, fan 170°C. Cook for 30 mins, then push the lemon slices under the kitchen string. Cook for another 30 mins (for medium-rare) or 40 mins (for medium). Remove from the oven, cover with foil and set aside to rest for 20 mins.; Meanwhile, in a bowl, mix together the mayonnaise, garlic, anchovy, mustard, and lemon zest and juice. Serve with the sliced meat.",
Greek recipes,Lamb gyros-style sharing board recipe,https://realfood.tesco.com/recipes/lamb-gyros-sharing-board.html,Try something different with your lamb this Easter with our fun and colourful gyros-style sharing board. The lamb is slow cooked with lemons and herbs until it falls off the bone. Pile onto a board with crispy potatoes and homemade flatbreads. Take your board to the next level by serving it alongside a Greek salad and tzatziki (recipes linked below.) See method,https://realfood.tesco.com/media/images/1400x919-TESCO-Q1-APR25-Stills-40531-LambGyrosSharingBoardV1-d0edbfe6-0b8c-49b2-91d7-54fee8634555-0-1400x919.jpg,"2 tbsp olive oil; 1.2kg lamb shoulder joint; 2 tbsp dried oregano; 3 fresh rosemary sprigs; 6 fresh thyme sprigs; 1 garlic bulb, halved widthways, plus extra 2 cloves in their skins; 2 lemons; 2 onions, thinly sliced; 50g tin anchovy fillets in oil, drained; 1 chicken stock cube, made up to 500ml; 2 red chillies, thinly sliced; 500g baby potatoes; pinch sea salt; 600g self-raising flour, plus extra for dusting; 2 tsp baking powder; 600g Greek-style natural yogurt; 20g fresh dill, finely chopped; tzatziki, see linked recipe below; Greek salad, see linked recipe below",Energy,3870kj,46%,Fat,39g,Saturates,18g,Sugars,11g,Salt,3.1g,99.3g,40g,8.2g,6,5 hrs 30 mins,923.0,Yes,No,No,"Preheat the oven to gas 3, 170°C, fan 150°C.; Heat 1 tbsp oil in a large, lidded flameproof casserole dish over a medium heat. Add the lamb, season with black pepper and sear all over until evenly golden. Add 1 tbsp oregano, the rosemary, thyme, halved whole garlic, 1 lemon cut in half, the onions, anchovy fillets and stock to the dish. Cover with the lid, bring to the boil, then transfer to the oven and cook undisturbed for 4-5 hrs until the meat falls off the bone. Set aside to rest for 30 mins, then transfer the lamb to a bowl and shred the meat with 2 forks. Discard the bones and any woody herbs and garlic peel. Add the onions to the lamb using a slotted spoon and stir through enough of the cooking juices to coat the meat in a glossy sauce. Season to taste with black pepper.; While the lamb cooks, place the chillies in a non-metallic bowl, add the juice of 1 lemon, a small pinch of sea salt and set aside to pickle.; Make the tzatziki and Greek salad and chill in the fridge until needed.; Tip the potatoes into a large pan, cover with water, bring to the boil and cook for 20-25 mins until tender. Drain, then set aside to cool before cutting into 5mm slices.; Once the lamb is resting, increase the oven temperature to gas 7, 220°C, fan 200°C. On a large baking tray, toss the potato slices in 1 tbsp oil and 1 tbsp oregano, arrange in a single layer and add 2 garlic cloves, lightly crushed with the palm of your hand. Roast in the oven for 25-30 mins, tossing halfway through until golden and crisp.; While the potatoes cook, make the flatbreads. In a large bowl, mix together the flour, baking powder, yogurt and dill until you have a smooth dough. Shape into 6 even-sized balls, then, on a clean work surface lightly dusted with flour, roll into 5mm thick flatbreads. Heat a dry frying pan over a medium heat and cook the flatbreads for 1-2 mins on either side until golden, lightly charred and risen. Keep the cooked flatbreads warm on a plate covered with a clean tea towel.; Arrange all your ingredients on a serving board or platter for everyone to help themselves. Load the flatbreads with the lamb, Greek salad, tzatziki, crispy potatoes and pickled chilli.","IF YOU HAVEN'T GOT ANY BABY POTATOES, TRY DICING A LARGE WHITE POTATO INSTEAD"
Greek recipes,Pitta pockets recipe,https://realfood.tesco.com/recipes/pitta-pockets.html,"A quick lunch or snack, these pitta pockets are easily transportable and full of punchy flavours. See method",https://realfood.tesco.com/media/images/303-vegetarian-pitta-pockets-LH-274265dd-ac85-4a9a-8e7a-88b66edabcd6-0-1400x919.jpg,"1 tbsp olive oil; 250g (8oz) halloumi cheese, sliced into 1 cm pieces; 4 portobello mushrooms, sliced; 1 red pepper, sliced; 1 yellow pepper, sliced; 4 large white pitta breads; 1 x 150g pack mixed salad leaves",Energy,2100kj,25%,Fat,20g,Saturates,11g,Sugars,8g,Salt,3g,58.1g,25.2g,4.4g,4,40 mins,501.0,No,No,No,"In a frying pan, heat the olive oil on medium and add in the halloumi. Fry quickly until golden and then remove and keep warm. Add the mushrooms and peppers and turn the heat down to low, cook and stir for 15 minutes until the vegetables have softened. While they are cooking, slice each pitta bread to form a pocket and toast until starting to crisp.; To assemble, open the pitta pockets and pack in the mushrooms and peppers, top with halloumi and finish with a handful of salad leaves.",
Greek recipes,Greek-style stuffed peppers recipe,https://realfood.tesco.com/recipes/greek-style-stuffed-peppers.html,"These speedy stuffed peppers are bursting with Greek-inspired flavours and use leftovers from our Lamb koftas in tomato sauce, see tip, creating a simple yet special lunch to enjoy alfresco! See method",https://realfood.tesco.com/media/images/1400x919-Greek-style-stuffed-peppers-550895d8-931d-4ec6-b836-2931781711ca-0-1400x919.jpg,"4 large red peppers, halved and deseeded; ½ tbsp olive oil; 250g pack microwave basmati rice; 400g tin chickpeas, drained and rinsed; 200g leftover tomato sauce; 4 leftover koftas, roughly chopped; 50g green olives, roughly chopped; 10g finely chopped soft fresh herbs (such as mint and parsley); 100g Greek-style salad cheese, crumbled; green salad, to serve (optional)",Energy,1595kj,19%,Fat,19g,Saturates,7g,Sugars,7g,Salt,1.2g,33.6g,15.7g,7.9g,4,30 mins,382.0,No,Yes,No,"Preheat the oven to gas 6, 200°C, fan 180°C. Brush the peppers inside and out with oil, then roast, cut-side down, on a lined baking tray for 14 mins until softened but still holding their shape. Drain any juices and turn the peppers over.; Meanwhile, heat the rice to pack instructions. Transfer to a bowl and break up with a fork. Stir through the chickpeas, leftover tomato sauce, chopped koftas, olives and herbs. Fill the peppers with the mixture and crumble over the cheese.; Bake for another 10-12 mins until the cheese is golden, the peppers are tender and the filling is hot throughout. Serve with a green salad, if you like.",BASMATI RICE CAN ALWAYS BE SWAPPED FOR LONG-GRAIN
Greek recipes,Dina’s gyros-style chicken salad with roasted courgette dip recipe,https://realfood.tesco.com/recipes/dinas-gyros-style-chicken-salad-with-roasted-courgette-dip.html,"Food writer Dina Macki's gyros-style salad uses ingredients that are commonly bought and turns them into this delicious sharing-style feast, complete with herby fries and a sweet 'n' sour green bean salad. See method",https://realfood.tesco.com/media/images/1400x919-Shawarma-chicken-salad-64480e88-50fa-42f4-9f53-b80c7dda5225-0-1400x919.jpg,"150g Greek yogurt; 2 lemons, juiced; 3 garlic cloves, 2 finely chopped and 1 whole; 3 tbsp dried oregano or Italian seasoning; 4 tbsp olive oil or vegetable oil; 650g chicken breast; 3 courgettes; 3 basil sprigs; 100g cream cheese; 480g Maris Piper potatoes, skin on, sliced into 2cm wedges; 145g green beans; 1 apple, thinly sliced (optional); 1 tsp honey; 1 tsp balsamic vinegar",Energy,2370kj,33%,Fat,28g,Saturates,10g,Sugars,9g,Salt,0.7g,28g,47g,5.4g,4,50 mins plus marinating,656.0,No,Yes,No,"Make a marinade by combining the yogurt, half the lemon juice, the finely chopped garlic, 2 tbsp dried oregano and ½ tbsp oil in a bowl and mix well. Add the chicken and coat in the marinade. Cover with clingfilm and pop in the fridge while you prepare the dip and wedges (or leave overnight).; Heat the oven to gas 7, 220°C, fan 200°C. Put 2 courgettes on a roasting tray and make a few little holes in each one. Coat with ½ tbsp oil, then roast for 30 mins or until the skin begins to char.; Remove from the oven, then press down on the courgette with a fork to remove any excess water. Roughly chop into pieces and add to a blender, along with the remaining garlic clove, basil, half of the remaining lemon juice and the cream cheese. Whizz until smooth or leave with little texture. Transfer to a bowl; cover and pop in the fridge.; Meanwhile, add the potato wedges to a roasting tray in a single layer. Drizzle with 1 tbsp oil and coat well. Sprinkle with some salt and the remaining 1 tbsp dried oregano; toss to coat. Cook in the oven for 30 mins or until they are golden and starting to brown.; For the salad, boil the green beans for exactly 5 mins; drain, toss in cold water to cool, then set aside to dry.; Cut the remaining courgette into batons and mix with the beans and apple (if using), then make a dressing by mixing the rest of the lemon juice, 1 tbsp olive oil, honey, a pinch of salt and balsamic vinegar together. Set aside.; Heat 1 tbsp olive oil in a large nonstick pan over a high heat. Add the chicken and char quickly on both sides. Reduce the heat to medium-low, cover with a lid and leave the chicken to cook through. When it’s ready, cut into slices and serve on top of the salad with a little dressing, a side of wedges and the courgette dip.","IF YOU HAVEN'T GOT ANY MARIS PIPERS, TRY USING KING EDWARD POTATOES"
